Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-12-29,10118.1,10379.6,9934.17,10379.6,1302.3600305378
2022-12-30,10379.6,10408.6,10185.9,10311.8,1147.4401220678
2023-01-02,10311.8,10360.2,10108.4,10244,636.2044241168
2023-01-03,10195.6,10641,10098.8,10641,3060.1845919774
2023-01-04,10621.6,10650.7,10408.6,10611.9,2606.7856598552
2023-01-05,10621.6,11028.3,10515.1,10834.6,2243.2402746456
2023-01-09,10970.2,11396.2,10728.1,11357.5,2736.91838297
2023-01-10,11231.6,12228.9,10960.5,12132.1,4845.8947369416
2023-01-11,11628.6,12064.3,11008.9,11076.7,6144.1235699202
2023-01-12,11028.3,11028.3,10360.2,10408.6,10405.453852235
2023-01-13,10369.9,10457,10185.9,10205.3,3717.0450038902
2023-01-16,10205.3,10447.3,10205.3,10408.6,6058.4012205668
2023-01-17,10408.6,10408.6,10089.1,10215,4200.3951183166
2023-01-18,10292.4,10379.6,10021.3,10263.4,5717.5774219328
2023-01-19,10205.3,10215,9885.75,10108.4,3045.7254005202
2023-01-20,10108.4,10282.7,10069.7,10263.4,2190.5675057658
2023-01-23,10302.1,10321.5,10079.4,10273.1,2226.7154844088
2023-01-24,10215,10253.7,10098.8,10176.2,2171.9771167494
2023-01-25,10147.2,10215,9982.58,10050.4,1779.5133486254
2023-01-26,10001.9,10127.8,9992.26,10060,2570.6376812122
2023-01-27,9972.9,10069.7,9788.93,10069.7,3789.3409611762
2023-01-30,10069.7,10069.7,9847.02,9895.44,1656.6102212392
2023-01-31,9876.07,9885.75,9682.42,9798.61,5191.8825325246
2023-02-01,9750.2,9866.39,9590.44,9769.56,2658.4256293452
2023-02-02,9788.93,10098.8,9730.83,9953.53,2839.1655225602
2023-02-03,9905.12,10089.1,9837.34,10021.3,2798.886346358
2023-02-06,10021.3,10021.3,9779.25,9798.61,2060.434782651
2023-02-07,9798.61,9837.34,9730.83,9798.61,1873.4980930972
2023-02-08,9808.29,9885.75,9730.83,9779.25,2060.434782651
2023-02-09,9711.47,9808.29,9711.47,9769.56,1791.906941303
2023-02-10,9711.47,9711.47,9314.49,9348.38,4365.6430206846
2023-02-13,9324.17,9624.33,9207.98,9527.5,2254.6010679334
2023-02-14,9527.5,9648.53,9401.63,9483.93,1802.234935201
2023-02-15,9479.09,9692.1,9416.16,9653.38,1530.6086956836
2023-02-16,9634.01,9634.01,9401.63,9537.19,2023.2540046182
2023-02-17,9421,9692.1,9314.49,9667.9,1490.3295194814
2023-02-20,9721.15,9721.15,9522.66,9590.44,2291.7818459662
2023-02-21,9508.14,9701.79,9324.17,9566.23,1738.2013730334
2023-02-22,9295.13,9580.76,9149.89,9295.13,3116.9885584164
2023-02-23,9256.4,9329.01,9169.25,9212.82,2258.7322654926
2023-02-24,9246.71,9246.71,9106.32,9135.37,1589.4782609022
2023-02-27,9135.37,9406.47,9014.34,9280.6,1540.9366895816
2023-02-28,9198.3,9251.55,9014.34,9120.84,3433.0251716952
2023-03-01,9101.48,9314.49,8975.61,9304.81,2297.978642305
2023-03-02,9198.3,9430.68,9072.43,9140.21,2439.4721587076
2023-03-03,9111.16,9421,9111.16,9343.54,2376.4713959298
2023-03-06,9343.54,9624.33,9324.17,9498.46,1704.11899317
2023-03-07,9440.36,9677.58,9348.38,9488.77,1692.7581998822
2023-03-08,9483.93,9537.19,9333.86,9503.3,1603.9374523594
2023-03-09,9575.92,9590.44,9232.19,9232.19,2297.978642305
2023-03-10,9188.62,9203.14,9024.02,9130.52,2601.6216629062
2023-03-13,9101.48,9193.46,8811,8902.99,3084.9717773326
2023-03-14,8902.99,9285.44,8811,9004.65,2850.526315848
2023-03-15,9004.65,9145.05,8772.27,8854.58,1941.662852824
2023-03-16,8869.1,9043.38,8714.18,8975.61,2548.9488940264
2023-03-17,9106.32,9106.32,8844.89,8922.35,5287.932875776
2023-03-20,8922.35,9024.02,8733.55,8994.97,1408.7383676872
2023-03-21,8994.97,9067.59,8873.94,9009.49,2041.8443936346
2023-03-22,8956.24,9004.65,8844.89,8990.13,1554.363081649
2023-03-23,8956.24,9154.73,8854.58,9091.79,1193.9160946088
2023-03-24,9004.65,9169.25,8975.61,9043.38,2013.95881011
2023-03-27,9111.16,9459.73,9004.65,9280.6,2007.7620137712
2023-03-28,9285.44,9377.43,8936.88,9048.22,3407.2051869502
2023-03-29,9159.57,9159.57,8965.92,9067.59,2420.8817696912
2023-03-30,8980.45,9299.97,8820.69,9295.13,2536.5553013488
2023-03-31,9343.54,9411.31,9222.51,9275.76,1646.2822273412
2023-04-03,9256.4,9406.47,9217.67,9391.95,1253.8184592172
2023-04-04,9333.86,9469.41,9275.76,9421,807.6491228236
2023-04-05,9348.38,9483.93,9159.57,9217.67,1884.858886385
2023-04-06,9164.41,9261.24,8961.08,9038.54,1414.935164026
2023-04-11,9038.54,9057.91,8873.94,8990.13,4209.6903128248
2023-04-12,8932.03,9430.68,8932.03,9391.95,3099.4309687898
2023-04-13,9387.11,9512.98,9251.55,9469.41,4921.289092397
2023-04-14,9522.66,9522.66,9362.9,9440.36,3181.022120584
2023-04-17,9450.04,9450.04,9145.05,9275.76,5213.5713197104
2023-04-18,9280.6,9561.39,9246.71,9522.66,3996.933638526
2023-04-19,9522.66,9585.6,9372.58,9527.5,2921.7894737442
2023-04-20,9604.96,9856.71,9469.41,9759.88,2430.1769641994
2023-04-21,9740.52,9943.85,9585.6,9934.17,2067.6643783796
2023-04-24,9847.02,10050.4,9808.29,9953.53,1423.1975591444
2023-04-25,9856.71,9953.53,9682.42,9692.1,2518.9977117222
2023-04-26,9638.85,9885.75,9421,9682.42,2870.1495042542
2023-04-27,10089.1,11522.1,9972.9,11522.1,12054.834477746
2023-04-28,11618.9,12412.9,11444.6,11618.9,10474.651411352
2023-05-02,11599.5,12103,11289.7,12035.3,4545.3501145098
2023-05-04,11948.1,12199.9,11628.6,11812.6,3188.2517163126
2023-05-05,11822.2,12238.6,11822.2,12103,2459.0953471138
2023-05-08,12190.2,12345.1,12044.9,12093.3,1755.75896266
2023-05-09,12199.9,12199.9,11909.4,12122.4,2124.4683448186
2023-05-10,12141.8,12228.9,11890,12180.5,2001.5652174324
2023-05-11,12074,12170.8,11890,12103,2683.2128147004
2023-05-12,12006.2,12645.2,11977.2,12509.7,3142.8085431614
2023-05-15,12558.1,12751.8,12490.3,12548.4,2703.8688024964
2023-05-16,12500,12684,12267.6,12567.8,2253.5682685436
2023-05-17,12500,12500,12345.1,12345.1,1843.546910793
2023-05-18,12432.2,12519.4,12296.7,12364.5,2027.3852021774
2023-05-19,12374.1,12964.8,12325.7,12877.6,2586.1296720592
2023-05-22,12887.3,12993.8,12616.2,12858.3,1674.1678108658
2023-05-23,12829.2,13129.4,12761.4,12800.2,2520.030511112
2023-05-24,12761.4,12771.1,12025.6,12054.6,2437.406559928
2023-05-25,12141.8,12199.9,11609.2,11793.2,3163.4645309574
2023-05-26,11618.9,12199.9,11454.3,12122.4,3189.2845157024
2023-05-29,12209.5,12306.4,11938.4,11996.5,579.4004576778
2023-05-30,12093.3,12122.4,11696.4,11861,1513.051106057
2023-05-31,11648,11948.1,11570.5,11618.9,6745.2128147838
2023-06-01,11618.9,12364.5,11434.9,12074,3000.282227369
2023-06-02,12267.6,12674.3,12151.4,12538.7,2984.790236522
2023-06-05,12548.4,12964.8,12471,12606.5,2326.8970252194
2023-06-06,12858.3,12926,12596.8,12732.4,3209.9405034984
2023-06-07,12887.3,12964.8,12684,12761.4,3374.1556064766
2023-06-09,12926,13613.5,12877.6,13371.4,4362.5446225152
2023-06-12,13352.1,14233.2,13177.8,14039.5,5948.924485248
2023-06-13,14107.3,14436.5,13458.6,13458.6,8650.7276889648
2023-06-14,13749,13894.3,13410.2,13642.5,7127.3485890098
2023-06-15,13361.7,13836.2,13071.3,13700.6,4897.5347064316
2023-06-16,13836.2,14184.7,13700.6,13904,8990.518688209
2023-06-19,13981.4,14184.7,13565.1,13632.9,1705.1517925598
2023-06-20,13681.3,13758.7,13090.6,13168.1,2239.1090770864
2023-06-21,13294,13332.7,12974.4,13061.6,2462.1937452832
2023-06-22,13051.9,13255.2,12809.8,13168.1,2948.642257879
2023-06-23,13119.7,13168.1,12974.4,13051.9,2774.0991610028
2023-06-26,13168.1,13952.4,13071.3,13749,2028.4180015672
2023-06-27,13797.5,14039.5,13313.3,13574.8,2200.8954996638
2023-06-28,13623.2,13933,13439.2,13574.8,1662.807017578
2023-06-29,13526.3,13739.4,13294,13429.5,1197.0144927782
2023-06-30,13419.8,13710.3,13255.2,13565.1,1986.0732265854
2023-07-03,13555.4,13942.7,13303.6,13749,3482.5995424056
2023-07-04,13758.7,13933,13390.8,13419.8,2228.7810831884
2023-07-05,13497.3,13584.4,12829.2,12974.4,3835.8169337172
2023-07-06,12974.4,13110,12606.5,13110,5591.5758963772
2023-07-07,13250,13470,12900,13430,6430
2023-07-10,13400,13500,12940,13370,1521
2023-07-11,13560,13710,13210,13710,2199
2023-07-12,13800,14490,13650,14430,3353
2023-07-13,14430,14640,14110,14140,3553
2023-07-14,14020,14450,14020,14410,3196
2023-07-17,14410,14660,14300,14540,1812
2023-07-18,14500,14580,14240,14460,1075
2023-07-19,14530,14530,14070,14420,1250
2023-07-20,14380,14380,14020,14060,2566
2023-07-21,14060,14240,14020,14180,2825
2023-07-24,14240,14550,14160,14450,1110
2023-07-25,14460,14460,14150,14320,1319
2023-07-26,14380,14380,13760,13950,3286
2023-07-27,14020,14120,13500,13720,5926
2023-07-28,13600,13920,13160,13690,2150
2023-07-31,13750,13940,13620,13800,1997
2023-08-01,13810,13850,13560,13820,1273
2023-08-02,13660,13880,13500,13530,1651
2023-08-03,13500,13520,12700,12970,5148
2023-08-04,13090,13760,13050,13670,2304
2023-08-07,13690,13690,13430,13590,1300
2023-08-08,13580,13660,13080,13110,2238
2023-08-09,13210,13510,13080,13420,1806
2023-08-10,13390,13720,13320,13650,1589
2023-08-11,13540,13580,13300,13400,982
2023-08-14,13300,13340,13130,13180,733
2023-08-16,13080,13220,12880,13120,1606
2023-08-17,13120,13140,12820,12950,1745
2023-08-18,12900,13010,12800,12950,683
2023-08-21,13110,13120,12600,12820,1905
2023-08-22,12930,12960,12650,12740,2324
2023-08-23,12800,12820,12390,12520,2382
2023-08-24,12640,13080,12600,13000,1148
2023-08-25,12750,12910,12550,12670,1680
2023-08-28,12890,13200,12570,13140,965
2023-08-29,13200,13250,12900,13050,1256
2023-08-30,13050,13840,12990,13650,1210
2023-08-31,13630,14010,13550,13880,3775
2023-09-01,13690,14180,13630,14110,1183
2023-09-04,14010,14280,13540,13680,1094
2023-09-05,13510,14100,13510,14000,1786
2023-09-06,14000,14210,13790,14000,3186
2023-09-07,13950,14000,13110,13400,4254
2023-09-08,13600,13640,13300,13450,2309
2023-09-11,13500,13570,13330,13440,2325
2023-09-12,13590,13590,13010,13250,3222
2023-09-13,13140,13210,12850,13030,3215
2023-09-14,12990,13120,12860,13020,2073
2023-09-15,13040,13280,12920,13000,6207
2023-09-18,13040,13150,12930,12960,1406
2023-09-19,13190,13190,12770,12920,1664
2023-09-20,12920,13440,12870,13270,2232
2023-09-21,13110,13430,13090,13090,1883
2023-09-22,13500,13840,13230,13790,3159
